,Number,Theme,Subtheme,Year,Set name,Pieces,RRP (USD),Value new (USD),Value used (USD),CPI Mean
6024,5002826-1,Gear,Magnets/Super Heroes,2013,Batman and Superman magnets,110.0,139.9,38.12,20.0,369.8834615384616
6025,5002827-1,Gear,Magnets/Super Heroes,2013,Magnet Set: Spiderman and Iron Man,110.0,139.9,38.12,20.0,369.8834615384616
6026,5002828-1,Gear,Magnets/Lord Of The Rings,2013,Magnet Set: Frodo and Bilbo Baggins,110.0,139.9,38.12,20.0,369.8834615384616
6027,5003079-1,Gear,Video Games/3DS,2013,LEGO Friends ,110.0,199.89999999999998,38.12,20.0,369.8834615384616
6028,5003564-1,Gear,Storage,2013,Friends Sorting System,110.0,399.90000000000003,38.12,20.0,369.8834615384616
6029,6031641-1,Legends of Chima,Promotional,2013,Lion tribe rip-cord and topper,2.0,0.0,38.12,20.0,369.8834615384616
6030,BRICKJOURNAL022-1,Books,Magazines/BrickJournal,2013,BrickJournal Issue 22,110.0,89.5,38.12,20.0,369.8834615384616
6031,BRICKJOURNAL023-1,Books,Magazines/BrickJournal,2013,BrickJournal Issue 23,110.0,89.5,38.12,20.0,369.8834615384616
6032,BRICKJOURNAL024-1,Books,Magazines/BrickJournal,2013,BrickJournal Issue 24,110.0,89.5,38.12,20.0,369.8834615384616
6033,BRICKJOURNAL025-1,Books,Magazines/BrickJournal,2013,BrickJournal Issue 25,110.0,89.5,38.12,20.0,369.8834615384616
6034,BRICKJOURNAL026-1,Books,Magazines/BrickJournal,2013,BrickJournal Issue 26,110.0,89.5,38.12,20.0,369.8834615384616
6035,COMCON032-1,Star Wars,Promotional,2013,Jek-14 Mini Stealth Starfighter,105.0,399.90000000000003,598.42,224.44,369.8834615384616
6036,COMCON033-1,The Hobbit,An Unexpected Journey,2013,Micro Scale Bag End,130.0,399.90000000000003,225.0,28.33,369.8834615384616
6037,DESPERES-1,Promotional,LEGO brand store opening set,2013,"Des Peres, Exclusive Minifigure Pack",16.0,0.0,161.96,20.0,369.8834615384616
6038,ISBN9781409324621-1,Books,Dorling Kindersley,2013,LEGO Minifigures: Character Encyclopedia,6.0,189.89999999999998,38.12,20.0,369.8834615384616
6039,ISBN9781409326052-1,Books,Dorling Kindersley,2013,LEGO Star Wars: Battle for the Stolen Crystals: Brickmaster,189.0,329.90000000000003,38.12,20.0,369.8834615384616
6040,ISBN9781409327516-1,Books,Dorling Kindersley,2013,The LEGO Play Book,110.0,249.89999999999998,38.12,20.0,369.8834615384616
6041,ISBN9781409333128-1,Books,Dorling Kindersley,2013,LEGO Minifigure Year by Year: A Visual History,12.0,399.90000000000003,38.12,20.0,369.8834615384616
6042,LILLE-1,Promotional,LEGO brand store opening set,2013,"Lille, France, Exclusive Minifigure Pack",14.0,0.0,67.66,20.0,369.8834615384616
6043,MUNICH-1,Promotional,LEGO brand store opening set,2013,"Munich Pasing, Germany, Exclusive Minifigure Pack",12.0,0.0,228.02,20.0,369.8834615384616
6044,SANANTONIO-1,Promotional,LEGO brand store opening set,2013,"San Antonio, Tx, Exclusive Minifigure Pack",16.0,0.0,58.0,20.0,369.8834615384616
6045,TORONTO-3,Promotional,LEGO brand store opening set,2013,"Yorkdale, Toronto, Canada Exclusive Minifigure Pack",16.0,0.0,112.1,20.0,369.8834615384616
6046,10241-1,Creator Expert,Maersk,2014,Maersk Line Triple-E,1518.0,1499.9,293.87,203.99,373.4487692307693
6047,10242-1,Creator Expert,Vehicles,2014,MINI Cooper MK VII,1077.0,999.9,208.49,113.26,373.4487692307693
6048,10243-1,Creator Expert,Modular Buildings Collection,2014,Parisian Restaurant,2469.0,1599.9,313.17,249.45,373.4487692307693
6049,10244-1,Creator Expert,Fairground Collection,2014,Fairground Mixer,1746.0,1499.9,213.06,142.96,373.4487692307693
6050,10245-1,Creator Expert,Winter Village Collection,2014,Santa's Workshop,883.0,699.9,189.15,151.36,373.4487692307693
6051,10521-1,Duplo,Duplo,2014,Baby Calf,9.0,69.9,7.88,8.74,373.4487692307693
6052,10522-1,Duplo,Duplo,2014,Farm Animals,12.0,99.9,18.22,7.0,373.4487692307693
6053,10524-1,Duplo,Duplo,2014,Farm Tractor,29.0,199.89999999999998,26.02,11.8,373.4487692307693
6054,10525-1,Duplo,Duplo,2014,Big Farm,121.0,599.9,67.22,69.99,373.4487692307693
6055,10526-1,Duplo,Jake and the Never Land Pirates,2014,Peter Pan's Visit,39.0,299.9,34.0,24.95,373.4487692307693
6056,10527-1,Duplo,Duplo,2014,Ambulance,14.0,149.9,25.0,20.13,373.4487692307693
6057,10528-1,Duplo,Duplo,2014,School Bus,26.0,199.89999999999998,13.29,20.73,373.4487692307693
6058,10529-1,Duplo,Duplo,2014,Truck,16.0,149.9,25.2,11.69,373.4487692307693
6059,10532-1,Duplo,Duplo,2014,My First Police Set,39.0,249.89999999999998,46.37,12.0,373.4487692307693
6060,10538-1,Duplo,Planes,2014,Fire and Rescue Team,30.0,299.9,97.98,15.0,373.4487692307693
6061,10539-1,Duplo,Jake and the Never Land Pirates,2014,Beach Racing,37.0,249.89999999999998,40.0,17.0,373.4487692307693
6062,10542-1,Duplo,Disney Princess,2014,Sleeping Beauty's Fairy Tale,55.0,349.90000000000003,55.55,21.47,373.4487692307693
6063,10543-1,Duplo,Superman,2014,Superman Rescue,19.0,199.89999999999998,17.22,12.54,373.4487692307693
6064,10544-1,Duplo,Batman,2014,The Joker Challenge,40.0,299.9,124.89,13.12,373.4487692307693
6065,10545-1,Duplo,Batman,2014,Batcave Adventure,59.0,499.90000000000003,72.95,44.52,373.4487692307693
6066,10546-1,Duplo,Duplo,2014,My First Shop,39.0,249.89999999999998,28.38,16.7,373.4487692307693
6067,10565-1,Duplo,Duplo,2014,Creative Suitcase,135.0,599.9,44.99,20.0,373.4487692307693
6068,10566-1,Duplo,Duplo,2014,Creative Picnic,52.0,249.89999999999998,32.52,26.83,373.4487692307693
6069,10567-1,Duplo,Duplo,2014,Toddler Build and Boat Fun,18.0,199.89999999999998,22.0,23.67,373.4487692307693
6070,10568-1,Duplo,Duplo,2014,Knight Tournament,16.0,99.9,12.77,2.1,373.4487692307693
6071,10569-1,Duplo,Duplo,2014,Treasure Attack,46.0,299.9,49.9,28.0,373.4487692307693
6072,10570-1,Duplo,Duplo,2014,All-in-One Gift Set,30.0,149.9,33.15,10.0,373.4487692307693
6073,10571-1,Duplo,Duplo,2014,All-in-One-Pink-Box-of-Fun,65.0,299.9,36.0,18.0,373.4487692307693
6074,10572-1,Duplo,Duplo,2014,All-in-One-Box-of-Fun,65.0,299.9,28.91,10.49,373.4487692307693
6075,10573-1,Duplo,Duplo,2014,Creative Animals,25.0,149.9,22.08,11.27,373.4487692307693
6076,10574-1,Duplo,Duplo,2014,Creative Ice Cream,24.0,149.9,111.13,43.0,373.4487692307693
6077,10575-1,Duplo,Duplo,2014,Creative Building Cube,75.0,299.9,27.03,20.0,373.4487692307693
6078,10576-1,Duplo,Duplo,2014,Zoo Care,9.0,69.9,5.4,4.35,373.4487692307693
6079,10577-1,Duplo,Duplo,2014,Big Royal Castle,135.0,599.9,112.85,54.88,373.4487692307693
6080,10579-1,Duplo,Mickey Mouse Clubhouse,2014,Clubhouse Cafe,16.0,129.9,19.99,13.66,373.4487692307693
6081,10580-1,Duplo,Duplo,2014,Deluxe Box of Fun,95.0,499.90000000000003,53.67,19.25,373.4487692307693
6082,10665-1,Juniors,Marvel Super Heroes,2014,Spider-Man: Spider-Car Pursuit,55.0,129.9,34.95,10.92,373.4487692307693
6083,10666-1,Juniors,City,2014,Digger,75.0,99.9,30.0,9.06,373.4487692307693
6084,10667-1,Juniors,City,2014,Construction,160.0,149.9,26.18,13.88,373.4487692307693
6085,10668-1,Juniors,Fantasy,2014,The Princess Play Castle,150.0,149.9,20.26,10.87,373.4487692307693
6086,10669-1,Juniors,Teenage Mutant Ninja Turtles,2014,Turtle Lair,107.0,199.89999999999998,48.86,17.3,373.4487692307693
6087,10671-1,Juniors,City,2014,Fire Emergency,123.0,199.89999999999998,29.13,7.44,373.4487692307693
6088,10672-1,Juniors,DC Comics Super Heroes,2014,Batman: Defend the Batcave,150.0,299.9,39.39,16.25,373.4487692307693
6089,10673-1,Juniors,City,2014,Race Car Rally,350.0,299.9,31.75,36.59,373.4487692307693
6090,10674-1,Juniors,Girl,2014,Pony Farm,306.0,299.9,30.0,29.6,373.4487692307693
6091,10675-1,Juniors,City,2014,Police – The Big Escape,146.0,299.9,89.27,8.5,373.4487692307693
6092,10676-1,Juniors,Fantasy,2014,Knights' Castle,480.0,499.90000000000003,51.85,54.95,373.4487692307693
6093,10682-1,Bricks and More,Bricks and More,2014,Creative Suitcase,1000.0,599.9,69.62,20.0,373.4487692307693
6094,21019-1,Architecture,Landmark Series,2014,The Eiffel Tower,321.0,349.90000000000003,97.59,31.93,373.4487692307693
6095,21020-1,Architecture,Landmark Series,2014,Trevi Fountain,731.0,499.90000000000003,192.77,76.02,373.4487692307693
6096,21104-1,Ideas,NASA,2014,NASA Mars Science Laboratory Curiosity Rover,295.0,299.9,402.7,93.61,373.4487692307693
6097,21107-1,Minecraft,Micro World,2014,Micro World - The End,440.0,349.90000000000003,59.12,29.78,373.4487692307693
6098,21108-1,Ideas,Licensed,2014,Ghostbusters Ecto-1,508.0,499.90000000000003,110.11,95.49,373.4487692307693
6099,21109-1,Ideas,Ideas,2014,Exo Suit,321.0,349.90000000000003,66.6,46.33,373.4487692307693
6100,21110-1,Ideas,Ideas,2014,Research Institute,165.0,199.89999999999998,39.54,31.33,373.4487692307693
6101,21113-1,Minecraft,Minifig-scale,2014,The Cave,249.0,199.89999999999998,40.0,12.07,373.4487692307693
6102,21114-1,Minecraft,Minifig-scale,2014,The Farm,262.0,299.9,34.13,16.18,373.4487692307693
6103,21115-1,Minecraft,Minifig-scale,2014,The First Night,408.0,399.90000000000003,84.21,29.84,373.4487692307693
6104,21116-1,Minecraft,Minifig-scale,2014,Crafting Box,518.0,499.90000000000003,75.56,27.78,373.4487692307693
6105,21117-1,Minecraft,Minifig-scale,2014,The Ender Dragon,634.0,699.9,187.75,58.77,373.4487692307693
6106,21118-1,Minecraft,Minifig-scale,2014,The Mine,922.0,1099.8999999999999,241.38,87.46,373.4487692307693
6107,21204-1,Fusion,Fusion,2014,Town Master,256.0,349.90000000000003,27.99,10.0,373.4487692307693
6108,21205-1,Fusion,Fusion,2014,Battle Towers,212.0,349.90000000000003,19.97,8.25,373.4487692307693
6109,21206-1,Fusion,Fusion,2014,Create and Race,223.0,349.90000000000003,12.08,15.0,373.4487692307693
6110,21208-1,Fusion,Fusion,2014,Resort Designer,262.0,349.90000000000003,22.97,15.0,373.4487692307693
6111,30068-1,Duplo,Duplo,2014,LEGO™ DUPLO™ Food,6.0,22.0,1.97,2.0,373.4487692307693
6112,30112-1,Friends,General,2014,Emma's Flower Stand,33.0,49.900000000000006,3.7,2.85,373.4487692307693
6113,30115-1,Friends,Jungle Rescue,2014,Jungle Boat,31.0,49.900000000000006,4.66,2.39,373.4487692307693
6114,30116-1,Disney,Tangled,2014,Rapunzel's Market Visit,37.0,39.900000000000006,5.2,3.4,373.4487692307693
6115,30187-1,Creator,Miscellaneous,2014,Fast Car ,56.0,32.9,3.2,2.48,373.4487692307693
6116,30197-1,Creator,Seasonal,2014,Snowman,60.0,39.900000000000006,13.18,4.0,373.4487692307693
6117,30227-1,City,Police,2014,Police Watercraft,36.0,49.900000000000006,5.11,2.73,373.4487692307693
6118,30229-1,City,Construction,2014,Repair Lift ,40.0,34.900000000000006,9.49,3.0,373.4487692307693
6119,30244-1,Star Wars,Episode III,2014,Anakin's Jedi Interceptor,45.0,44.900000000000006,9.54,6.99,373.4487692307693
6120,30246-1,Star Wars,Episode VI,2014,Imperial Shuttle,57.0,39.900000000000006,8.11,2.54,373.4487692307693
6121,30247-1,Star Wars,Episode III,2014,ARC-170 Starfighter,54.0,39.900000000000006,8.36,4.07,373.4487692307693
6122,30264-1,Legends of Chima,Promotional,2014,Frax' Phoenix Flyer,32.0,39.900000000000006,4.04,1.74,373.4487692307693
6123,30265-1,Legends of Chima,Promotional,2014,Worriz' Fire Bike,31.0,46.900000000000006,5.31,2.92,373.4487692307693
6124,30271-1,Teenage Mutant Ninja Turtles,TV Series,2014,Mikey's Mini-Shellraiser,47.0,49.900000000000006,11.66,4.6,373.4487692307693
6125,30282-1,The LEGO Movie,Promotional,2014,Super Secret Police Enforcer ,40.0,49.900000000000006,4.52,2.89,373.4487692307693
6126,30300-1,DC Comics Super Heroes,The Dark Knight Trilogy,2014,The Batman Tumbler,57.0,39.900000000000006,7.16,3.4,373.4487692307693
6127,30301-1,DC Comics Super Heroes,Batman,2014,Batwing,45.0,49.900000000000006,5.74,2.52,373.4487692307693
6128,30302-1,Marvel Super Heroes,Ultimate Spider-Man,2014,Spider-Man,45.0,39.900000000000006,8.27,3.87,373.4487692307693
6129,31013-1,Creator,3 in 1,2014,Red Thunder,66.0,49.900000000000006,13.58,2.73,373.4487692307693
6130,31014-1,Creator,3 in 1,2014,Power Digger,64.0,49.900000000000006,6.58,2.91,373.4487692307693
6131,31015-1,Creator,3 in 1,2014,Emerald Express,56.0,49.900000000000006,14.97,3.64,373.4487692307693
6132,31017-1,Creator,3 in 1,2014,Sunset Speeder,119.0,129.9,11.11,3.49,373.4487692307693
6133,31018-1,Creator,3 in 1,2014,Highway Cruiser,129.0,129.9,13.0,5.18,373.4487692307693
6134,31019-1,Creator,3 in 1,2014,Forest Animals,272.0,199.89999999999998,31.06,19.86,373.4487692307693
6135,31020-1,Creator,3 in 1,2014,Twinblade Adventures,216.0,179.89999999999998,19.0,10.24,373.4487692307693
6136,31021-1,Creator,3 in 1,2014,Furry Creatures,285.0,199.89999999999998,30.89,18.65,373.4487692307693
6137,31022-1,Creator,3 in 1,2014,Turbo Quad,186.0,249.89999999999998,22.25,16.7,373.4487692307693
6138,31023-1,Creator,3 in 1,2014,Yellow Racers,328.0,299.9,38.61,14.78,373.4487692307693
6139,31024-1,Creator,3 in 1,2014,Roaring Power,374.0,299.9,30.93,18.33,373.4487692307693
6140,31025-1,Creator,3 in 1,2014,Mountain Hut,550.0,399.90000000000003,51.91,33.26,373.4487692307693
6141,31026-1,Creator,3 in 1,2014,Bike Shop & Cafe,1023.0,899.9,90.51,60.77,373.4487692307693
6142,40085-1,Seasonal,Valentine's Day,2014,LEGO Valentine,127.0,99.9,18.63,9.0,373.4487692307693
6143,40086-1,Seasonal,Easter,2014,LEGO Easter,106.0,99.9,15.25,6.52,373.4487692307693
6144,40090-1,Seasonal,Halloween,2014,Halloween Bat,156.0,99.9,23.82,12.99,373.4487692307693
6145,40091-1,Seasonal,Thanksgiving,2014,Thanksgiving Turkey,125.0,99.9,25.0,25.0,373.4487692307693
6146,40092-1,Seasonal,Christmas,2014,Reindeer,139.0,99.9,21.91,10.45,373.4487692307693
6147,40093-1,Seasonal,Christmas,2014,Snowman,140.0,99.9,24.11,13.0,373.4487692307693
6148,40094-1,Promotional,Monthly Mini Model Build,2014,Snowplough,44.0,0.0,5.0,6.97,373.4487692307693
6149,40095-1,Promotional,Monthly Mini Model Build,2014,Micro Manager,50.0,0.0,8.99,1.5,373.4487692307693
6150,40096-1,Promotional,Monthly Mini Model Build,2014,Spring Tree,62.0,0.0,4.32,2.0,373.4487692307693
6151,40097-1,Promotional,Monthly Mini Model Build,2014,Helicopter,44.0,0.0,6.66,2.0,373.4487692307693
6152,40098-1,Promotional,Monthly Mini Model Build,2014,Dragon,43.0,0.0,6.15,10.0,373.4487692307693
6153,40108-1,Creator,Promotional,2014,Balloon Cart,66.0,49.900000000000006,21.15,13.67,373.4487692307693
6154,40110-1,City,Police,2014,LEGO City Coin Bank,122.0,149.9,23.42,10.0,373.4487692307693
6155,40112-1,Friends,Accessories,2014,Catwalk Phone Stand,144.0,149.9,10.01,1.9,373.4487692307693
6156,40114-1,Friends,Accessories,2014,LEGO® Friends Buildable Jewelry Box,201.0,149.9,38.12,20.0,373.4487692307693
6157,40118-1,Miscellaneous,Miscellaneous,2014,Buildable Brick Box 2x2,203.0,169.89999999999998,30.35,15.08,373.4487692307693
6158,40180-1,Promotional,Toys R Us,2014,Bricktober Theater,164.0,199.89999999999998,22.14,25.28,373.4487692307693
6159,40181-1,Promotional,Toys R Us,2014,Bricktober Pizza Place,139.0,199.89999999999998,29.99,25.28,373.4487692307693
6160,40182-1,Promotional,Toys R Us,2014,Bricktober Fire Station,175.0,199.89999999999998,29.98,25.28,373.4487692307693
6161,40183-1,Promotional,Toys R Us,2014,Bricktober Town Hall,186.0,199.89999999999998,25.84,25.28,373.4487692307693
6162,41026-1,Friends,Farm,2014,Sunshine Harvest,233.0,199.89999999999998,27.46,8.02,373.4487692307693
6163,41027-1,Friends,General,2014,Mia's Lemonade Stand,112.0,99.9,14.0,4.53,373.4487692307693
6164,41028-1,Friends,Beach,2014,Emma's Lifeguard Post,78.0,99.9,14.49,3.9,373.4487692307693
6165,41029-1,Friends,Pets,2014,Stephanie's New Born Lamb,78.0,99.9,12.35,3.97,373.4487692307693
6166,41030-1,Friends,Park,2014,Olivia's Ice Cream Bike,98.0,99.9,14.59,5.22,373.4487692307693
6167,41031-1,Friends,Great Outdoors,2014,Andrea's Mountain Hut,119.0,99.9,14.46,4.94,373.4487692307693
6168,41032-1,Friends,Jungle Rescue,2014,First Aid Jungle Bike,156.0,149.9,16.17,6.3,373.4487692307693
6169,41033-1,Friends,Jungle Rescue,2014,Jungle Falls Rescue,183.0,199.89999999999998,38.3,10.45,373.4487692307693
6170,41034-1,Friends,Summer,2014,Summer Caravan,297.0,299.9,53.33,12.57,373.4487692307693
6171,41035-1,Friends,Heartlake City,2014,Heartlake Juice Bar,277.0,299.9,31.52,12.08,373.4487692307693
6172,41036-1,Friends,Jungle Rescue,2014,Jungle Bridge Rescue,365.0,299.9,28.84,6.08,373.4487692307693
6173,41037-1,Friends,Beach,2014,Stephanie's Beach House,369.0,399.90000000000003,58.0,18.95,373.4487692307693
6174,41038-1,Friends,Jungle Rescue,2014,Jungle Rescue Base,472.0,599.9,34.68,21.21,373.4487692307693
6175,41039-1,Friends,Farm,2014,Sunshine Ranch,721.0,699.9,108.83,42.97,373.4487692307693
6176,41040-1,Friends,Seasonal,2014,LEGO Friends Advent Calendar,228.0,299.9,32.5,13.0,373.4487692307693
6177,41041-1,Friends,Animals Series 4,2014,Turtle's Little Paradise,43.0,39.900000000000006,7.83,4.0,373.4487692307693
6178,41042-1,Friends,Animals Series 4,2014,Tiger's Beautiful Temple,42.0,39.900000000000006,6.03,3.48,373.4487692307693
6179,41043-1,Friends,Animals Series 4,2014,Penguin's Playground,46.0,39.900000000000006,9.85,4.07,373.4487692307693
6180,41044-1,Friends,Animals Series 5,2014,Macaw's Fountain,39.0,39.900000000000006,4.34,4.64,373.4487692307693
6181,41045-1,Friends,Animals Series 5,2014,Orangutan's Banana Tree,37.0,39.900000000000006,7.65,4.37,373.4487692307693
6182,41046-1,Friends,Animals Series 5,2014,Brown Bear's River,37.0,39.900000000000006,6.17,4.62,373.4487692307693
6183,41047-1,Friends,Animals Series 6,2014,Seal's Little Rock,37.0,39.900000000000006,7.95,3.07,373.4487692307693
6184,41048-1,Friends,Animals Series 6,2014,Lion Cub's Savanna,43.0,49.900000000000006,7.8,3.23,373.4487692307693
6185,41050-1,Disney,The Little Mermaid,2014,Ariel's Amazing Treasures,77.0,129.9,22.49,10.49,373.4487692307693
6186,41051-1,Disney,Brave,2014,Merida's Highland Games,145.0,199.89999999999998,55.2,26.21,373.4487692307693
6187,41052-1,Disney,The Little Mermaid,2014,Ariel's Magical Kiss,250.0,299.9,33.55,20.0,373.4487692307693
6188,41053-1,Disney,Cinderella,2014,Cinderella's Dream Carriage,274.0,299.9,31.99,12.25,373.4487692307693
6189,41054-1,Disney,Tangled,2014,Rapunzel's Creativity Tower,299.0,399.90000000000003,100.0,41.7,373.4487692307693
6190,41055-1,Disney,Cinderella,2014,Cinderella's Romantic Castle,646.0,699.9,96.78,35.97,373.4487692307693
6191,41056-1,Friends,Traffic,2014,Heartlake News Van,278.0,249.89999999999998,24.43,14.0,373.4487692307693
6192,41057-1,Friends,Sports,2014,Heartlake Horse Show,355.0,399.90000000000003,92.54,40.5,373.4487692307693
6193,41058-1,Friends,Heartlake City,2014,Heartlake Shopping Mall,1120.0,1099.8999999999999,151.1,36.15,373.4487692307693
6194,41059-1,Friends,Jungle Rescue,2014,Jungle Tree Sanctuary,320.0,299.9,85.48,20.0,373.4487692307693
6195,41500-1,Mixels,Series 1,2014,Flain,58.0,49.900000000000006,18.53,13.35,373.4487692307693
6196,41501-1,Mixels,Series 1,2014,Vulk,69.0,49.900000000000006,12.58,7.93,373.4487692307693
6197,41502-1,Mixels,Series 1,2014,Zorch,45.0,49.900000000000006,11.97,8.47,373.4487692307693
6198,41503-1,Mixels,Series 1,2014,Krader,66.0,49.900000000000006,14.3,9.24,373.4487692307693
6199,41504-1,Mixels,Series 1,2014,Seismo,50.0,49.900000000000006,21.05,13.45,373.4487692307693
6200,41505-1,Mixels,Series 1,2014,Shuff,51.0,49.900000000000006,8.82,7.17,373.4487692307693
6201,41506-1,Mixels,Series 1,2014,Teslo,54.0,49.900000000000006,19.79,11.84,373.4487692307693
6202,41507-1,Mixels,Series 1,2014,Zaptor,61.0,49.900000000000006,23.0,9.27,373.4487692307693
6203,41508-1,Mixels,Series 1,2014,Volectro,70.0,49.900000000000006,27.94,16.01,373.4487692307693
6204,41509-1,Mixels,Series 2,2014,Slumbo,61.0,49.900000000000006,15.63,6.84,373.4487692307693
6205,41510-1,Mixels,Series 2,2014,Lunk,51.0,49.900000000000006,15.48,5.57,373.4487692307693
6206,41511-1,Mixels,Series 2,2014,Flurr,46.0,49.900000000000006,15.12,5.21,373.4487692307693
6207,41512-1,Mixels,Series 2,2014,Chomly,68.0,49.900000000000006,9.43,5.24,373.4487692307693
6208,41513-1,Mixels,Series 2,2014,Gobba,57.0,49.900000000000006,9.11,5.44,373.4487692307693
6209,41514-1,Mixels,Series 2,2014,Jawg,61.0,49.900000000000006,18.21,8.01,373.4487692307693
6210,41515-1,Mixels,Series 2,2014,Kraw,70.0,49.900000000000006,18.64,4.31,373.4487692307693
6211,41516-1,Mixels,Series 2,2014,Tentro,69.0,49.900000000000006,13.83,8.57,373.4487692307693
6212,41517-1,Mixels,Series 2,2014,Balk,68.0,49.900000000000006,13.0,4.88,373.4487692307693
